"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GLQ","Clough Global Equity Fund","11.1","195951685.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","9.51","490469301.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","32.68","1258215196.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"MYCC","ClubCorp Holdings, Inc.","14.03","919810686.31","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mycc",
"CMFN","CM Finance Inc","8.98","122854571.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","104.27","35332422841.05","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","40.41","11307893163.21","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","103.5725","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNA","CNA Financial Corporation","35.74","9667068281.36","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","20.05","289980383.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CNHI","CNH Industrial N.V.","7.54","10265549594.04","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cnhi",
"CISG","CNinsure Inc.","8.21","297016815.24","36177444","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"CNO","CNO Financial Group, Inc.","15.76","2760192121.44","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","133.4","1403459645.8","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CNV","Cnova N.V.","5.38","2374182411.48","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cnv",
"CNXC","CNX Coal Resources LP","16","371554144","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"COH","Coach, Inc.","36.53","10189782675.8","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"CWAY","Coastway Bancorp, Inc.","13.325","59517898.05","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"CIE","Cobalt International Energy, Inc.","1.06","439003908.86","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"COBZ","CoBiz Financial Inc.","13.2","546917685.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"KOF","Coca Cola Femsa S.A.B. de C.V.","79.63","16506679637.86","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"COKE","Coca-Cola Bottling Co. Consolidated","141.79","1320511396.71","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"KO","Coca-Cola Company (The)","41.78","180323710421","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola European Partners plc","38.11","18390055843.47","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CDXS","Codexis, Inc.","4.39","180785024.61","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","21.44","171027394.56","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","11.04","1792505813.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","5.63","33927973.29","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","34.77","1584631554.06","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","1.48","38693562.52","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","3.95","200096113.8","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","51.96","4422265510.56","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","49.98","30335003143.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.19","331679514.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","8.63","199716046.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inb",
"CNS","Cohen & Steers Inc","39.24","1800153599.76","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","20.69","1765266537.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","24.59","708943962.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","10.32","276507268.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","12.42","1355784612.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers Reit and Preferred Income Fund Inc","19.4","922794678.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.5","317743718.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.57","328522845.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","108.97","2650473496.05","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","27.88","1209457456.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","11.27","300652258.13","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","29.4","3606189623.4","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/cfx",
"CL","Colgate-Palmolive Company","72.43","64570847405.9","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"CLCT","Collectors Universe, Inc.","19.59","174313857.36","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","18.19","427982323.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","41.1","1532354603.7","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cigi",
"CXE","Colonial High Income Municipal Trust","5.28","166339314.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.57","53557018.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","10.2","118186961.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.8399","136967679.3108","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmu",
"CBAN","Colony Bankcorp, Inc.","10","84392580","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"CLNY","Colony Capital, Inc","17.96","2043683845.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/clny",
"CLNY^A","Colony Capital, Inc","25.78","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^a",
"CLNY^B","Colony Capital, Inc","24.8433","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^b",
"CLNY^C","Colony Capital, Inc","24.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^c",
"SFR","Colony Starwood Homes","27.58","2799088518.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sfr",
"CLCD","CoLucid Pharmaceuticals, Inc.","36.31","556810509.48","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clcd",
"COLB","Columbia Banking System, Inc.","32.85","1906893225","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CPPL","Columbia Pipeline Partners LP","16.22","1632621894.08","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cppl",
"CXP","Columbia Property Trust, Inc.","21.71","2680557190.22","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","18.16","278982455.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","60.06","4188817612.98","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","17.66","356653660.24","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","2.85","6776242.65","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.5","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmxw",
"CCV","Comcast Corporation","25.99","0","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccv",
"CCZ","Comcast Corporation","49.35","0","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","65.24","157347507754.64","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMA","Comerica Incorporated","48.61","8453404024.92","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cma",
"CMA.WS","Comerica Incorporated","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cma.ws",
"FIX","Comfort Systems USA, Inc.","28.2","1055870434.8","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/fix",
"MOC","Command Security Corporation","2.6204","25660576.2072","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/moc",
"CBSH","Commerce Bancshares, Inc.","50.4","4866811488","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","27.21","2493535392.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CUBN","Commerce Union Bancshares, Inc.","19.66","151403036.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubn",
"CHUBA","CommerceHub, Inc.","15.48","661039994.16","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chuba",
"CHUBK","CommerceHub, Inc.","15.3","653353482.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chubk",
"CMC","Commercial Metals Company","15.77","1807692832.76","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","5.65","172997739.85","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","31.03","5977569241.7","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CSAL","Communications Sales & Leasing,Inc.","29.41","4526524362.83","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/csal",
"JCS","Communications Systems, Inc.","4.6001","40765423.7856","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","47.98","2123693686.78","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","5.415","118649689.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CCFI","Community Choice Financial Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccfi",
"CYH","Community Health Systems, Inc.","10.46","1188642559.76","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyh",
"CYHHZ","Community Health Systems, Inc.","0.0083","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CHCT","Community Healthcare Trust Incorporated","21.83","281848832.74","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","37.39","656780775.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","8.25","66808293.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","13.69","332648381.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","53.75","2387728993.75","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CIG","Comp En De Mn Cemig ADS","2.65","3334508247.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","16.42","4363889427.46","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","9.62","6575364939.78","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","10.81","2958214603.75","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","20.13","3719046406.68","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","17.73","962739000","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/codi",
"CMP","Compass Minerals International, Inc.","71.83","2426853192.61","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cmp",
"CGEN","Compugen Ltd.","6.16","313596076.64","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","26.27","355514458.19","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CSC","Computer Sciences Corporation","51.48","7229185666.56","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/csc",
"CTG","Computer Task Group, Incorporated","4.69","76756432.13","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","11.45","142198775.15","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","29.64","1154608119.6","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.02","6890846.2","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","0.34","62319705.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","8.04","100536678.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","11.08","260476573.28","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Foods, Inc.","47.22","20671483534.08","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cag",
"CNAT","Conatus Pharmaceuticals Inc.","2","44171772","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","9.41","209165376.49","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","138.69","18279286662.69","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","4.32","191511648","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/ccm",
"CXRX","Concordia International Corp.","4.31","219883287.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cxrx",
"CCUR","Concurrent Computer Corporation","6.04","58165967.08","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDOR","Condor Hospitality Trust, Inc.","1.7","8418723","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdor",
"CNNX","Cone Midstream Partners LP","19.37","1130110457.06","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"CFMS","ConforMIS, Inc.","9.32","392625056.64","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/cfms",
"CONG","congatec Holding AG","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cong",
"CNFR","Conifer Holdings, Inc.","8.24","62441310.96","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","39.44","1097135727.92","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","50.71","569525886.27","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","18.26","551403026.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CNXR","Connecture, Inc.","1.9","42453721.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnxr",
"CONN","Conn&#39;s, Inc.","9.55","293932755.45","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"COP","ConocoPhillips","43.47","53837819261.73","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","19.72","4524470170.04","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"CNSL","Consolidated Communications Holdings, Inc.","24.04","1217745935.56","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","72.07","21939187176.18","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","10.99","162822674.7","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTO","Consolidated-Tomoka Land Co.","50.42","292250706.5","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cto",
"STZ","Constellation Brands Inc","170","34183190980","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","6.58","694345768.34","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"CPSS","Consumer Portfolio Services, Inc.","4.56","108824468.4","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"TCS","Container Store (The)","4.86","235028710.62","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/tcs",
"MCF","Contango Oil & Gas Company","10.66","262616476.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CBPX","Continental Building Products, Inc.","20.31","821496889.62","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cbpx",
"CUO","Continental Materials Corporation","23.15","38733816.05","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CLR","Continental Resources, Inc.","52.57","19690711250.07","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CFRX","ContraFect Corporation","2.32","96371883.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CFRXW","ContraFect Corporation","0.092","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CTRV","ContraVir Pharmaceuticals Inc","1.12","60094363.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","11.89","277037558.83","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","18.43","1864888702.81","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/vlrs",
"CVG","Convergys Corporation","29.67","2845610298.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"CPAA","Conyers Park Acquisition Corp.","10.25","103140625","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaa",
"CPAAU","Conyers Park Acquisition Corp.","11.1","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaau",
"CPAAW","Conyers Park Acquisition Corp.","1.25","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cpaaw",
"COO","Cooper Companies, Inc. (The)","179.28","8738492652","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CTB","Cooper Tire & Rubber Company","38.46","2082401046.78","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","98.55","1705719956.4","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cps",
"CPA","Copa Holdings, S.A.","86.53","3638537610.55","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/cpa",
"CPRT","Copart, Inc.","54.13","6179545701.87","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"COYN","COPsync, Inc.","0.85","7555628.75","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coyn",
"COYNW","COPsync, Inc.","0.1497","0","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coynw",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","9.5","415608213.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","6.32","698955994.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CLB","Core Laboratories N.V.","112.27","4951814525.54","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CMT","Core Molding Technologies Inc","18.9792","147876114.1536","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CLGX","CoreLogic, Inc.","39.18","3459459926.04","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clgx",
"CORE","Core-Mark Holding Company, Inc.","34.96","1617440271.84","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORR","CorEnergy Infrastructure Trust, Inc.","29.37","348647422.53","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","24.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/corr^a",
"COR","CoreSite Realty Corporation","75.55","2563174424.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cor",
"COR^A","CoreSite Realty Corporation","25.9843","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cor^a",
"CVRS","Corindus Vascular Robotics, Inc.","1.11","132022307.76","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cvrs",
"CORI","Corium International, Inc.","5.54","123868920.94","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CRMD","CorMedix Inc","2.75","105427319.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CSOD","Cornerstone OnDemand, Inc.","41.35","2312772362.95","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","14.59","113253809.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","14.59","315763097.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clm",
"GLW","Corning Incorporated","23.41","24273294339.01","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/glw",
"GYC","Corporate Asset Backed Corp CABCO","23.82","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyc",
"OFC","Corporate Office Properties Trust","27.55","2610611083.65","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ofc",
"OFC^L","Corporate Office Properties Trust","25.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofc^l",
"CXW","Corrections Corporation of America","14.36","1687623645.68","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxw",
"CRVL","CorVel Corp.","35.75","700670399","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","15.82","330787878.68","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs",
"CZZ","Cosan Limited","8.06","2133408516.98","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","7.59","574544784","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","20.4728","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^b",
